112422802549,Q, [Lev2MdSpi] pointer to queue inited address is 0x7ff129f7aba0
112423974300,Q, [OnRspUserLogin], Success!
112428326128,Q, [OnRtnTransaction] ,2,300377,95203910,8.39,5600,1,2011,7790817,6502229,7790816,238462675,382989725,0,N,7790817
112428326133,Q, [OnRtnTransaction] ,2,300377,95203910,8.39,4400,1,2011,7790818,6929366,7790816,238462676,382989725,0,N,7790818
112428326143,Q, [OnRtnOrderDetail] ,2,300377,95203910,8.39,100,2,2,2011,7790821,238462694,382989733,0,7790821,A,7790821
112428326148,Q, [OnRtnTransaction] ,2,300377,95203910,8.39,100,1,2011,7790822,6929366,7790821,238462695,382989733,0,N,7790822
112429008548,Q, [OnRtnOrderDetail] ,2,300377,95203940,8.39,200,2,2,2011,7790942,238463361,383967894,0,7790942,A,7790942
112429008566,Q, [OnRtnTransaction] ,2,300377,95203940,8.39,200,1,2011,7790943,6929366,7790942,238463362,383967895,0,N,7790943
112429009753,Q, [OnRtnOrderDetail] ,2,300377,95203940,8.39,8300,2,2,2011,7790953,238463406,383967928,0,7790953,A,7790953
112429009766,Q, [OnRtnTransaction] ,2,300377,95203940,8.39,5300,1,2011,7790954,6929366,7790953,238463407,383967929,0,N,7790954
112429009772,Q, [OnRtnTransaction] ,2,300377,95203940,8.39,1500,1,2011,7790955,7585250,7790953,238463408,383967929,0,N,7790955
112429009800,Q, [OnRtnTransaction] ,2,300377,95203940,8.39,200,1,2011,7790956,7697446,7790953,238463409,383967930,0,N,7790956
112429009806,Q, [OnRtnTransaction] ,2,300377,95203940,8.39,100,1,2011,7790957,7713913,7790953,238463410,383967931,0,N,7790957
112429009810,Q, [OnRtnTransaction] ,2,300377,95203940,8.39,600,1,2011,7790958,7734727,7790953,238463411,383967932,0,N,7790958
112429009821,Q, [OnRtnTransaction] ,2,300377,95203940,8.39,200,1,2011,7790959,7744068,7790953,238463412,383967933,0,N,7790959
112429009828,Q, [OnRtnTransaction] ,2,300377,95203940,8.39,200,1,2011,7790960,7745791,7790953,238463413,383967934,0,N,7790960
112429044063,Q, [OnRtnOrderDetail] ,2,300377,95204090,8.39,500,2,2,2011,7791955,238467306,383970921,0,7791955,A,7791955
112429045083,Q, [OnRtnTransaction] ,2,300377,95204100,0,1800,2,2011,7792029,0,7478182,238467462,383970996,0,N,7792029
112429045090,Q, [OnRtnTransaction] ,2,300377,95204100,0,1800,2,2011,7792030,0,7478171,238467463,383970997,0,N,7792030
112429045093,Q, [OnRtnTransaction] ,2,300377,95204100,0,2300,2,2011,7792031,7626460,0,238467464,383970997,0,N,7792031
112429045097,Q, [OnRtnTransaction] ,2,300377,95204100,0,1200,2,2011,7792037,0,7478173,238467472,383971001,0,N,7792037
112429045529,Q, [OnRtnTransaction] ,2,300377,95204110,0,1200,2,2011,7792048,0,7478170,238467544,383971219,0,N,7792048
112429045534,Q, [OnRtnTransaction] ,2,300377,95204110,0,1500,2,2011,7792049,7626329,0,238467545,383971220,0,N,7792049
112429050724,Q, [OnRtnOrderDetail] ,2,300377,95204120,8.39,500,2,2,2011,7792149,238468002,383971575,0,7792149,A,7792149
112429058169,Q, [OnRtnOrderDetail] ,2,300377,95204160,8.39,600,2,2,2011,7792328,238468846,383972467,0,7792328,A,7792328
112429067406,Q, [OnRtnOrderDetail] ,2,300377,95204210,8.39,100,2,2,2011,7792509,238470014,383973701,0,7792509,A,7792509
112429077052,Q, [OnRtnOrderDetail] ,2,300377,95204280,8.4,100,2,2,2011,7792798,238471515,383975684,0,7792798,A,7792798
112429090519,Q, [OnRtnOrderDetail] ,2,300377,95204350,8.39,500,2,2,2011,7793026,238472940,383977296,0,7793026,A,7793026
112429113641,Q, [OnRtnOrderDetail] ,2,300377,95204400,8.39,100,2,2,2011,7793200,238474236,383978783,0,7793200,A,7793200
112429173196,Q, [OnRtnOrderDetail] ,2,300377,95204790,8.38,1700,2,2,2011,7795151,238483376,383990380,0,7795151,A,7795151
112429173211,Q, [OnRtnTransaction] ,2,300377,95204790,8.38,1700,1,2011,7795152,6219738,7795151,238483377,383990381,0,N,7795152
112429173215,Q, [OnRtnOrderDetail] ,2,300377,95204790,8.38,200,2,2,2011,7795153,238483378,383990382,0,7795153,A,7795153
112429173218,Q, [OnRtnTransaction] ,2,300377,95204790,8.38,200,1,2011,7795154,6219738,7795153,238483379,383990382,0,N,7795154
